Day,Severly Stunted,Moderately Stunted min,Moderately Stunted max,Normal,Gender
0,43.56,43.56,45.422,45.422,Girl
1,43.72,43.72,45.585,45.585,Girl
2,43.88,43.88,45.748,45.748,Girl
3,44.038,44.038,45.91,45.91,Girl
4,44.199,44.199,46.074,46.074,Girl
5,44.359,44.359,46.237,46.237,Girl
6,44.519,44.519,46.4,46.4,Girl
7,44.68,44.68,46.563,46.563,Girl
8,44.84,44.84,46.726,46.726,Girl
9,45.001,45.001,46.89,46.89,Girl
10,45.16,45.16,47.052,47.052,Girl
11,45.321,45.321,47.216,47.216,Girl
12,45.482,45.482,47.379,47.379,Girl
13,45.642,45.642,47.543,47.543,Girl
14,45.803,45.803,47.706,47.706,Girl
15,45.933,45.933,47.839,47.839,Girl
16,46.061,46.061,47.971,47.971,Girl
17,46.19,46.19,48.102,48.102,Girl
18,46.316,46.316,48.232,48.232,Girl
19,46.444,46.444,48.362,48.362,Girl
20,46.568,46.568,48.491,48.491,Girl
21,46.694,46.694,48.619,48.619,Girl
22,46.817,46.817,48.746,48.746,Girl
23,46.94,46.94,48.872,48.872,Girl
24,47.061,47.061,48.996,48.996,Girl
25,47.184,47.184,49.121,49.121,Girl
26,47.303,47.303,49.244,49.244,Girl
27,47.422,47.422,49.366,49.366,Girl
28,47.54,47.54,49.487,49.487,Girl
29,47.658,47.658,49.608,49.608,Girl
30,47.774,47.774,49.727,49.727,Girl
31,47.89,47.89,49.846,49.846,Girl
32,48.003,48.003,49.962,49.962,Girl
33,48.117,48.117,50.079,50.079,Girl
34,48.231,48.231,50.195,50.195,Girl
35,48.343,48.343,50.31,50.31,Girl
36,48.453,48.453,50.424,50.424,Girl
37,48.564,48.564,50.537,50.537,Girl
38,48.674,48.674,50.65,50.65,Girl
39,48.781,48.781,50.76,50.76,Girl
40,48.89,48.89,50.871,50.871,Girl
41,48.996,48.996,50.98,50.98,Girl
42,49.102,49.102,51.09,51.09,Girl
43,49.207,49.207,51.197,51.197,Girl
44,49.312,49.312,51.305,51.305,Girl
45,49.415,49.415,51.411,51.411,Girl
46,49.518,49.518,51.516,51.516,Girl
47,49.621,49.621,51.621,51.621,Girl
48,49.721,49.721,51.725,51.725,Girl
49,49.822,49.822,51.828,51.828,Girl
50,49.921,49.921,51.93,51.93,Girl
51,50.021,50.021,52.032,52.032,Girl
52,50.119,50.119,52.133,52.133,Girl
53,50.216,50.216,52.233,52.233,Girl
54,50.313,50.313,52.332,52.332,Girl
55,50.409,50.409,52.43,52.43,Girl
56,50.504,50.504,52.528,52.528,Girl
57,50.598,50.598,52.625,52.625,Girl
58,50.692,50.692,52.721,52.721,Girl
59,50.785,50.785,52.817,52.817,Girl
60,50.878,50.878,52.912,52.912,Girl
61,50.97,50.97,53.006,53.006,Girl
62,51.061,51.061,53.1,53.1,Girl
63,51.152,51.152,53.193,53.193,Girl
64,51.242,51.242,53.286,53.286,Girl
65,51.33,51.33,53.377,53.377,Girl
66,51.42,51.42,53.468,53.468,Girl
67,51.508,51.508,53.559,53.559,Girl
68,51.596,51.596,53.65,53.65,Girl
69,51.684,51.684,53.739,53.739,Girl
70,51.769,51.769,53.827,53.827,Girl
71,51.856,51.856,53.916,53.916,Girl
72,51.942,51.942,54.004,54.004,Girl
73,52.025,52.025,54.09,54.09,Girl
74,52.11,52.11,54.177,54.177,Girl
75,52.195,52.195,54.264,54.264,Girl
76,52.277,52.277,54.349,54.349,Girl
77,52.36,52.36,54.434,54.434,Girl
78,52.441,52.441,54.518,54.518,Girl
79,52.524,52.524,54.602,54.602,Girl
80,52.604,52.604,54.685,54.685,Girl
81,52.686,52.686,54.768,54.768,Girl
82,52.765,52.765,54.85,54.85,Girl
83,52.845,52.845,54.932,54.932,Girl
84,52.924,52.924,55.013,55.013,Girl
85,53.003,53.003,55.095,55.095,Girl
86,53.081,53.081,55.175,55.175,Girl
87,53.158,53.158,55.254,55.254,Girl
88,53.236,53.236,55.334,55.334,Girl
89,53.312,53.312,55.412,55.412,Girl
90,53.39,53.39,55.491,55.491,Girl
91,53.465,53.465,55.569,55.569,Girl
92,53.54,53.54,55.646,55.646,Girl
93,53.616,53.616,55.724,55.724,Girl
94,53.69,53.69,55.8,55.8,Girl
95,53.763,53.763,55.876,55.876,Girl
96,53.837,53.837,55.951,55.951,Girl
97,53.911,53.911,56.028,56.028,Girl
98,53.984,53.984,56.102,56.102,Girl
99,54.056,54.056,56.176,56.176,Girl
100,54.127,54.127,56.25,56.25,Girl
101,54.199,54.199,56.324,56.324,Girl
102,54.271,54.271,56.398,56.398,Girl
103,54.342,54.342,56.47,56.47,Girl
104,54.412,54.412,56.542,56.542,Girl
105,54.482,54.482,56.614,56.614,Girl
106,54.551,54.551,56.686,56.686,Girl
107,54.62,54.62,56.757,56.757,Girl
108,54.689,54.689,56.827,56.827,Girl
109,54.757,54.757,56.898,56.898,Girl
110,54.827,54.827,56.969,56.969,Girl
111,54.894,54.894,57.038,57.038,Girl
112,54.961,54.961,57.107,57.107,Girl
113,55.028,55.028,57.176,57.176,Girl
114,55.095,55.095,57.244,57.244,Girl
115,55.161,55.161,57.312,57.312,Girl
116,55.227,55.227,57.38,57.38,Girl
117,55.292,55.292,57.447,57.447,Girl
118,55.357,55.357,57.514,57.514,Girl
119,55.422,55.422,57.581,57.581,Girl
120,55.486,55.486,57.647,57.647,Girl
121,55.548,55.548,57.712,57.712,Girl
122,55.612,55.612,57.777,57.777,Girl
123,55.675,55.675,57.842,57.842,Girl
124,55.738,55.738,57.907,57.907,Girl
125,55.801,55.801,57.971,57.971,Girl
126,55.863,55.863,58.035,58.035,Girl
127,55.925,55.925,58.099,58.099,Girl
128,55.987,55.987,58.163,58.163,Girl
129,56.049,56.049,58.226,58.226,Girl
130,56.108,56.108,58.287,58.287,Girl
131,56.168,56.168,58.35,58.35,Girl
132,56.229,56.229,58.412,58.412,Girl
133,56.289,56.289,58.474,58.474,Girl
134,56.349,56.349,58.535,58.535,Girl
135,56.407,56.407,58.595,58.595,Girl
136,56.466,56.466,58.656,58.656,Girl
137,56.525,56.525,58.716,58.716,Girl
138,56.584,56.584,58.777,58.777,Girl
139,56.642,56.642,58.837,58.837,Girl
140,56.698,56.698,58.895,58.895,Girl
141,56.756,56.756,58.954,58.954,Girl
142,56.814,56.814,59.013,59.013,Girl
143,56.869,56.869,59.071,59.071,Girl
144,56.926,56.926,59.13,59.13,Girl
145,56.983,56.983,59.188,59.188,Girl
146,57.038,57.038,59.245,59.245,Girl
147,57.094,57.094,59.303,59.303,Girl
148,57.15,57.15,59.36,59.36,Girl
149,57.204,57.204,59.416,59.416,Girl
150,57.26,57.26,59.473,59.473,Girl
151,57.315,57.315,59.53,59.53,Girl
152,57.368,57.368,59.585,59.585,Girl
153,57.423,57.423,59.641,59.641,Girl
154,57.478,57.478,59.697,59.697,Girl
155,57.53,57.53,59.752,59.752,Girl
156,57.584,57.584,59.808,59.808,Girl
157,57.636,57.636,59.862,59.862,Girl
158,57.69,57.69,59.917,59.917,Girl
159,57.742,57.742,59.97,59.97,Girl
160,57.795,57.795,60.025,60.025,Girl
161,57.849,57.849,60.08,60.08,Girl
162,57.9,57.9,60.133,60.133,Girl
163,57.952,57.952,60.187,60.187,Girl
164,58.003,58.003,60.239,60.239,Girl
165,58.056,58.056,60.293,60.293,Girl
166,58.106,58.106,60.345,60.345,Girl
167,58.158,58.158,60.399,60.399,Girl
168,58.208,58.208,60.451,60.451,Girl
169,58.26,58.26,60.504,60.504,Girl
170,58.309,58.309,60.555,60.555,Girl
171,58.359,58.359,60.607,60.607,Girl
172,58.41,58.41,60.659,60.659,Girl
173,58.459,58.459,60.71,60.71,Girl
174,58.51,58.51,60.762,60.762,Girl
175,58.559,58.559,60.813,60.813,Girl
176,58.609,58.609,60.865,60.865,Girl
177,58.658,58.658,60.915,60.915,Girl
178,58.706,58.706,60.965,60.965,Girl
179,58.756,58.756,61.017,61.017,Girl
180,58.804,58.804,61.067,61.067,Girl
181,58.852,58.852,61.116,61.116,Girl
182,58.902,58.902,61.167,61.167,Girl
183,58.95,58.95,61.217,61.217,Girl
184,58.999,58.999,61.267,61.267,Girl
185,59.047,59.047,61.317,61.317,Girl
186,59.094,59.094,61.366,61.366,Girl
187,59.141,59.141,61.415,61.415,Girl
188,59.19,59.19,61.465,61.465,Girl
189,59.237,59.237,61.513,61.513,Girl
190,59.284,59.284,61.562,61.562,Girl
191,59.332,59.332,61.612,61.612,Girl
192,59.379,59.379,61.66,61.66,Girl
193,59.425,59.425,61.708,61.708,Girl
194,59.473,59.473,61.758,61.758,Girl
195,59.519,59.519,61.806,61.806,Girl
196,59.566,59.566,61.853,61.853,Girl
197,59.611,59.611,61.901,61.901,Girl
198,59.657,59.657,61.949,61.949,Girl
199,59.705,59.705,61.997,61.997,Girl
200,59.751,59.751,62.045,62.045,Girl
201,59.796,59.796,62.092,62.092,Girl
202,59.841,59.841,62.139,62.139,Girl
203,59.889,59.889,62.188,62.188,Girl
204,59.934,59.934,62.234,62.234,Girl
205,59.979,59.979,62.281,62.281,Girl
206,60.024,60.024,62.328,62.328,Girl
207,60.069,60.069,62.375,62.375,Girl
208,60.114,60.114,62.421,62.421,Girl
209,60.161,60.161,62.469,62.469,Girl
210,60.205,60.205,62.515,62.515,Girl
211,60.25,60.25,62.562,62.562,Girl
212,60.294,60.294,62.608,62.608,Girl
213,60.338,60.338,62.654,62.654,Girl
214,60.383,60.383,62.7,62.7,Girl
215,60.427,60.427,62.746,62.746,Girl
216,60.471,60.471,62.791,62.791,Girl
217,60.517,60.517,62.838,62.838,Girl
218,60.561,60.561,62.884,62.884,Girl
219,60.605,60.605,62.929,62.929,Girl
220,60.649,60.649,62.975,62.975,Girl
221,60.692,60.692,63.02,63.02,Girl
222,60.736,60.736,63.066,63.066,Girl
223,60.779,60.779,63.111,63.111,Girl
224,60.823,60.823,63.156,63.156,Girl
225,60.866,60.866,63.201,63.201,Girl
226,60.909,60.909,63.246,63.246,Girl
227,60.953,60.953,63.291,63.291,Girl
228,60.996,60.996,63.335,63.335,Girl
229,61.039,61.039,63.38,63.38,Girl
230,61.082,61.082,63.425,63.425,Girl
231,61.125,61.125,63.469,63.469,Girl
232,61.167,61.167,63.514,63.514,Girl
233,61.21,61.21,63.558,63.558,Girl
234,61.253,61.253,63.602,63.602,Girl
235,61.295,61.295,63.647,63.647,Girl
236,61.338,61.338,63.691,63.691,Girl
237,61.38,61.38,63.735,63.735,Girl
238,61.423,61.423,63.779,63.779,Girl
239,61.465,61.465,63.823,63.823,Girl
240,61.507,61.507,63.867,63.867,Girl
241,61.55,61.55,63.911,63.911,Girl
242,61.592,61.592,63.954,63.954,Girl
243,61.634,61.634,63.998,63.998,Girl
244,61.676,61.676,64.042,64.042,Girl
245,61.718,61.718,64.085,64.085,Girl
246,61.76,61.76,64.129,64.129,Girl
247,61.801,61.801,64.172,64.172,Girl
248,61.843,61.843,64.215,64.215,Girl
249,61.885,61.885,64.259,64.259,Girl
250,61.926,61.926,64.302,64.302,Girl
251,61.966,61.966,64.344,64.344,Girl
252,62.007,62.007,64.387,64.387,Girl
253,62.049,62.049,64.43,64.43,Girl
254,62.09,62.09,64.473,64.473,Girl
255,62.131,62.131,64.516,64.516,Girl
256,62.173,62.173,64.558,64.558,Girl
257,62.214,62.214,64.601,64.601,Girl
258,62.255,62.255,64.644,64.644,Girl
259,62.296,62.296,64.686,64.686,Girl
260,62.335,62.335,64.728,64.728,Girl
261,62.376,62.376,64.77,64.77,Girl
262,62.417,62.417,64.813,64.813,Girl
263,62.458,62.458,64.855,64.855,Girl
264,62.498,62.498,64.897,64.897,Girl
265,62.539,62.539,64.94,64.94,Girl
266,62.578,62.578,64.98,64.98,Girl
267,62.618,62.618,65.023,65.023,Girl
268,62.659,62.659,65.065,65.065,Girl
269,62.699,62.699,65.107,65.107,Girl
270,62.74,62.74,65.149,65.149,Girl
271,62.778,62.778,65.189,65.189,Girl
272,62.818,62.818,65.231,65.231,Girl
273,62.859,62.859,65.273,65.273,Girl
274,62.899,62.899,65.315,65.315,Girl
275,62.939,62.939,65.356,65.356,Girl
276,62.977,62.977,65.397,65.397,Girl
277,63.017,63.017,65.438,65.438,Girl
278,63.057,63.057,65.48,65.48,Girl
279,63.097,63.097,65.521,65.521,Girl
280,63.137,63.137,65.563,65.563,Girl
281,63.175,63.175,65.603,65.603,Girl
282,63.214,63.214,65.644,65.644,Girl
283,63.254,63.254,65.685,65.685,Girl
284,63.294,63.294,65.727,65.727,Girl
285,63.331,63.331,65.766,65.766,Girl
286,63.371,63.371,65.807,65.807,Girl
287,63.411,63.411,65.848,65.848,Girl
288,63.448,63.448,65.888,65.888,Girl
289,63.487,63.487,65.929,65.929,Girl
290,63.527,63.527,65.97,65.97,Girl
291,63.566,63.566,66.011,66.011,Girl
292,63.603,63.603,66.05,66.05,Girl
293,63.643,63.643,66.091,66.091,Girl
294,63.682,63.682,66.132,66.132,Girl
295,63.719,63.719,66.171,66.171,Girl
296,63.758,63.758,66.212,66.212,Girl
297,63.797,63.797,66.252,66.252,Girl
298,63.836,63.836,66.293,66.293,Girl
299,63.873,63.873,66.332,66.332,Girl
300,63.912,63.912,66.372,66.372,Girl
301,63.95,63.95,66.412,66.412,Girl
302,63.987,63.987,66.451,66.451,Girl
303,64.026,64.026,66.491,66.491,Girl
304,64.065,64.065,66.532,66.532,Girl
305,64.101,64.101,66.57,66.57,Girl
306,64.14,64.14,66.61,66.61,Girl
307,64.178,64.178,66.651,66.651,Girl
308,64.215,64.215,66.689,66.689,Girl
309,64.253,64.253,66.729,66.729,Girl
310,64.292,64.292,66.769,66.769,Girl
311,64.328,64.328,66.807,66.807,Girl
312,64.366,64.366,66.847,66.847,Girl
313,64.402,64.402,66.885,66.885,Girl
314,64.441,64.441,66.925,66.925,Girl
315,64.479,64.479,66.965,66.965,Girl
316,64.515,64.515,67.003,67.003,Girl
317,64.553,64.553,67.043,67.043,Girl
318,64.591,64.591,67.082,67.082,Girl
319,64.627,64.627,67.12,67.12,Girl
320,64.665,64.665,67.16,67.16,Girl
321,64.7,64.7,67.198,67.198,Girl
322,64.738,64.738,67.237,67.237,Girl
323,64.776,64.776,67.276,67.276,Girl
324,64.812,64.812,67.314,67.314,Girl
325,64.849,64.849,67.353,67.353,Girl
326,64.885,64.885,67.391,67.391,Girl
327,64.923,64.923,67.43,67.43,Girl
328,64.96,64.96,67.469,67.469,Girl
329,64.996,64.996,67.507,67.507,Girl
330,65.033,65.033,67.545,67.545,Girl
331,65.068,65.068,67.583,67.583,Girl
332,65.106,65.106,67.622,67.622,Girl
333,65.141,65.141,67.659,67.659,Girl
334,65.178,65.178,67.698,67.698,Girl
335,65.216,65.216,67.737,67.737,Girl
336,65.251,65.251,67.774,67.774,Girl
337,65.288,65.288,67.812,67.812,Girl
338,65.323,65.323,67.85,67.85,Girl
339,65.36,65.36,67.888,67.888,Girl
340,65.395,65.395,67.925,67.925,Girl
341,65.432,65.432,67.964,67.964,Girl
342,65.467,65.467,68.001,68.001,Girl
343,65.504,65.504,68.039,68.039,Girl
344,65.538,65.538,68.076,68.076,Girl
345,65.575,65.575,68.114,68.114,Girl
346,65.612,65.612,68.152,68.152,Girl
347,65.646,65.646,68.189,68.189,Girl
348,65.683,65.683,68.227,68.227,Girl
349,65.718,65.718,68.264,68.264,Girl
350,65.754,65.754,68.302,68.302,Girl
351,65.789,65.789,68.338,68.338,Girl
352,65.825,65.825,68.376,68.376,Girl
353,65.86,65.86,68.413,68.413,Girl
354,65.896,65.896,68.451,68.451,Girl
355,65.93,65.93,68.487,68.487,Girl
356,65.966,65.966,68.525,68.525,Girl
357,66.001,66.001,68.561,68.561,Girl
358,66.037,66.037,68.599,68.599,Girl
359,66.071,66.071,68.635,68.635,Girl
360,66.107,66.107,68.673,68.673,Girl
361,66.141,66.141,68.709,68.709,Girl
362,66.177,66.177,68.746,68.746,Girl
363,66.211,66.211,68.782,68.782,Girl
364,66.247,66.247,68.82,68.82,Girl
365,66.281,66.281,68.856,68.856,Girl
366,66.317,66.317,68.893,68.893,Girl
367,66.351,66.351,68.929,68.929,Girl
368,66.387,66.387,68.966,68.966,Girl
369,66.42,66.42,69.002,69.002,Girl
370,66.454,66.454,69.038,69.038,Girl
371,66.49,66.49,69.075,69.075,Girl
372,66.523,66.523,69.11,69.11,Girl
373,66.559,66.559,69.148,69.148,Girl
374,66.592,66.592,69.183,69.183,Girl
375,66.628,66.628,69.22,69.22,Girl
376,66.661,66.661,69.256,69.256,Girl
377,66.697,66.697,69.292,69.292,Girl
378,66.73,66.73,69.328,69.328,Girl
379,66.765,66.765,69.365,69.365,Girl
380,66.799,66.799,69.4,69.4,Girl
381,66.832,66.832,69.435,69.435,Girl
382,66.867,66.867,69.472,69.472,Girl
383,66.9,66.9,69.507,69.507,Girl
384,66.935,66.935,69.544,69.544,Girl
385,66.968,66.968,69.579,69.579,Girl
386,67.003,67.003,69.615,69.615,Girl
387,67.036,67.036,69.65,69.65,Girl
388,67.071,67.071,69.687,69.687,Girl
389,67.104,67.104,69.722,69.722,Girl
390,67.137,67.137,69.757,69.757,Girl
391,67.172,67.172,69.793,69.793,Girl
392,67.205,67.205,69.828,69.828,Girl
393,67.24,67.24,69.864,69.864,Girl
394,67.272,67.272,69.899,69.899,Girl
395,67.307,67.307,69.935,69.935,Girl
396,67.34,67.34,69.97,69.97,Girl
397,67.372,67.372,70.004,70.004,Girl
398,67.407,67.407,70.04,70.04,Girl
399,67.439,67.439,70.075,70.075,Girl
400,67.474,67.474,70.111,70.111,Girl
401,67.506,67.506,70.145,70.145,Girl
402,67.539,67.539,70.18,70.18,Girl
403,67.573,67.573,70.216,70.216,Girl
404,67.605,67.605,70.25,70.25,Girl
405,67.64,67.64,70.286,70.286,Girl
406,67.672,67.672,70.32,70.32,Girl
407,67.704,67.704,70.354,70.354,Girl
408,67.738,67.738,70.39,70.39,Girl
409,67.77,67.77,70.424,70.424,Girl
410,67.805,67.805,70.46,70.46,Girl
411,67.837,67.837,70.494,70.494,Girl
412,67.869,67.869,70.528,70.528,Girl
413,67.903,67.903,70.563,70.563,Girl
414,67.935,67.935,70.597,70.597,Girl
415,67.969,67.969,70.633,70.633,Girl
416,68.001,68.001,70.667,70.667,Girl
417,68.032,68.032,70.7,70.7,Girl
418,68.066,68.066,70.736,70.736,Girl
419,68.098,68.098,70.769,70.769,Girl
420,68.129,68.129,70.803,70.803,Girl
421,68.163,68.163,70.838,70.838,Girl
422,68.195,68.195,70.872,70.872,Girl
423,68.229,68.229,70.907,70.907,Girl
424,68.26,68.26,70.941,70.941,Girl
425,68.292,68.292,70.974,70.974,Girl
426,68.325,68.325,71.009,71.009,Girl
427,68.357,68.357,71.043,71.043,Girl
428,68.388,68.388,71.076,71.076,Girl
429,68.422,68.422,71.111,71.111,Girl
430,68.453,68.453,71.144,71.144,Girl
431,68.484,68.484,71.178,71.178,Girl
432,68.518,68.518,71.212,71.212,Girl
433,68.549,68.549,71.246,71.246,Girl
434,68.582,68.582,71.28,71.28,Girl
435,68.613,68.613,71.314,71.314,Girl
436,68.644,68.644,71.347,71.347,Girl
437,68.678,68.678,71.381,71.381,Girl
438,68.708,68.708,71.414,71.414,Girl
439,68.739,68.739,71.447,71.447,Girl
440,68.773,68.773,71.482,71.482,Girl
441,68.803,68.803,71.515,71.515,Girl
442,68.834,68.834,71.548,71.548,Girl
443,68.867,68.867,71.582,71.582,Girl
444,68.898,68.898,71.615,71.615,Girl
445,68.929,68.929,71.648,71.648,Girl
446,68.962,68.962,71.682,71.682,Girl
447,68.993,68.993,71.715,71.715,Girl
448,69.023,69.023,71.747,71.747,Girl
449,69.056,69.056,71.782,71.782,Girl
450,69.087,69.087,71.814,71.814,Girl
451,69.119,69.119,71.848,71.848,Girl
452,69.15,69.15,71.881,71.881,Girl
453,69.18,69.18,71.914,71.914,Girl
454,69.213,69.213,71.948,71.948,Girl
455,69.244,69.244,71.98,71.98,Girl
456,69.274,69.274,72.012,72.012,Girl
457,69.307,69.307,72.046,72.046,Girl
458,69.337,69.337,72.079,72.079,Girl
459,69.367,69.367,72.111,72.111,Girl
460,69.4,69.4,72.145,72.145,Girl
461,69.43,69.43,72.177,72.177,Girl
462,69.46,69.46,72.209,72.209,Girl
463,69.492,69.492,72.243,72.243,Girl
464,69.523,69.523,72.275,72.275,Girl
465,69.553,69.553,72.307,72.307,Girl
466,69.585,69.585,72.341,72.341,Girl
467,69.615,69.615,72.373,72.373,Girl
468,69.645,69.645,72.405,72.405,Girl
469,69.675,69.675,72.437,72.437,Girl
470,69.707,69.707,72.471,72.471,Girl
471,69.737,69.737,72.502,72.502,Girl
472,69.767,69.767,72.534,72.534,Girl
473,69.799,69.799,72.568,72.568,Girl
474,69.829,69.829,72.6,72.6,Girl
475,69.858,69.858,72.631,72.631,Girl
476,69.89,69.89,72.665,72.665,Girl
477,69.92,69.92,72.696,72.696,Girl
478,69.95,69.95,72.728,72.728,Girl
479,69.982,69.982,72.761,72.761,Girl
480,70.011,70.011,72.793,72.793,Girl
481,70.041,70.041,72.825,72.825,Girl
482,70.073,70.073,72.858,72.858,Girl
483,70.102,70.102,72.889,72.889,Girl
484,70.132,70.132,72.921,72.921,Girl
485,70.164,70.164,72.954,72.954,Girl
486,70.193,70.193,72.985,72.985,Girl
487,70.222,70.222,73.017,73.017,Girl
488,70.252,70.252,73.048,73.048,Girl
489,70.283,70.283,73.081,73.081,Girl
490,70.312,70.312,73.112,73.112,Girl
491,70.342,70.342,73.144,73.144,Girl
492,70.373,70.373,73.176,73.176,Girl
493,70.403,70.403,73.208,73.208,Girl
494,70.432,70.432,73.239,73.239,Girl
495,70.463,70.463,73.272,73.272,Girl
496,70.492,70.492,73.303,73.303,Girl
497,70.521,70.521,73.334,73.334,Girl
498,70.553,70.553,73.366,73.366,Girl
499,70.582,70.582,73.397,73.397,Girl
500,70.611,70.611,73.429,73.429,Girl
501,70.64,70.64,73.46,73.46,Girl
502,70.671,70.671,73.492,73.492,Girl
503,70.7,70.7,73.523,73.523,Girl
504,70.729,70.729,73.554,73.554,Girl
505,70.76,70.76,73.586,73.586,Girl
506,70.789,70.789,73.617,73.617,Girl
507,70.817,70.817,73.648,73.648,Girl
508,70.848,70.848,73.68,73.68,Girl
509,70.877,70.877,73.711,73.711,Girl
510,70.906,70.906,73.742,73.742,Girl
511,70.934,70.934,73.772,73.772,Girl
512,70.965,70.965,73.805,73.805,Girl
513,70.994,70.994,73.835,73.835,Girl
514,71.023,71.023,73.866,73.866,Girl
515,71.054,71.054,73.898,73.898,Girl
516,71.082,71.082,73.928,73.928,Girl
517,71.11,71.11,73.959,73.959,Girl
518,71.139,71.139,73.989,73.989,Girl
519,71.17,71.17,74.021,74.021,Girl
520,71.198,71.198,74.052,74.052,Girl
521,71.226,71.226,74.082,74.082,Girl
522,71.257,71.257,74.114,74.114,Girl
523,71.285,71.285,74.144,74.144,Girl
524,71.314,71.314,74.175,74.175,Girl
525,71.342,71.342,74.205,74.205,Girl
526,71.372,71.372,74.237,74.237,Girl
527,71.401,71.401,74.267,74.267,Girl
528,71.429,71.429,74.297,74.297,Girl
529,71.459,71.459,74.329,74.329,Girl
530,71.487,71.487,74.359,74.359,Girl
531,71.515,71.515,74.389,74.389,Girl
532,71.543,71.543,74.419,74.419,Girl
533,71.574,71.574,74.451,74.451,Girl
534,71.602,71.602,74.481,74.481,Girl
535,71.63,71.63,74.511,74.511,Girl
536,71.66,71.66,74.542,74.542,Girl
537,71.688,71.688,74.572,74.572,Girl
538,71.716,71.716,74.602,74.602,Girl
539,71.744,71.744,74.632,74.632,Girl
540,71.774,71.774,74.663,74.663,Girl
541,71.802,71.802,74.693,74.693,Girl
542,71.829,71.829,74.723,74.723,Girl
543,71.859,71.859,74.754,74.754,Girl
544,71.887,71.887,74.784,74.784,Girl
545,71.915,71.915,74.814,74.814,Girl
546,71.942,71.942,74.843,74.843,Girl
547,71.972,71.972,74.874,74.874,Girl
548,72,72,74.904,74.904,Girl
549,72.028,72.028,74.934,74.934,Girl
550,72.055,72.055,74.963,74.963,Girl
551,72.085,72.085,74.994,74.994,Girl
552,72.113,72.113,75.024,75.024,Girl
553,72.14,72.14,75.053,75.053,Girl
554,72.17,72.17,75.084,75.084,Girl
555,72.197,72.197,75.114,75.114,Girl
556,72.225,72.225,75.143,75.143,Girl
557,72.252,72.252,75.172,75.172,Girl
558,72.282,72.282,75.203,75.203,Girl
559,72.309,72.309,75.233,75.233,Girl
560,72.336,72.336,75.262,75.262,Girl
561,72.363,72.363,75.291,75.291,Girl
562,72.393,72.393,75.322,75.322,Girl
563,72.42,72.42,75.351,75.351,Girl
564,72.447,72.447,75.38,75.38,Girl
565,72.474,72.474,75.409,75.409,Girl
566,72.504,72.504,75.44,75.44,Girl
567,72.531,72.531,75.469,75.469,Girl
568,72.558,72.558,75.498,75.498,Girl
569,72.588,72.588,75.529,75.529,Girl
570,72.615,72.615,75.558,75.558,Girl
571,72.642,72.642,75.587,75.587,Girl
572,72.669,72.669,75.616,75.616,Girl
573,72.698,72.698,75.646,75.646,Girl
574,72.725,72.725,75.675,75.675,Girl
575,72.752,72.752,75.704,75.704,Girl
576,72.778,72.778,75.733,75.733,Girl
577,72.808,72.808,75.764,75.764,Girl
578,72.835,72.835,75.792,75.792,Girl
579,72.861,72.861,75.821,75.821,Girl
580,72.888,72.888,75.85,75.85,Girl
581,72.917,72.917,75.88,75.88,Girl
582,72.944,72.944,75.909,75.909,Girl
583,72.97,72.97,75.937,75.937,Girl
584,73,73,75.968,75.968,Girl
585,73.026,73.026,75.996,75.996,Girl
586,73.053,73.053,76.025,76.025,Girl
587,73.079,73.079,76.053,76.053,Girl
588,73.108,73.108,76.084,76.084,Girl
589,73.135,73.135,76.112,76.112,Girl
590,73.161,73.161,76.141,76.141,Girl
591,73.188,73.188,76.169,76.169,Girl
592,73.217,73.217,76.199,76.199,Girl
593,73.243,73.243,76.228,76.228,Girl
594,73.269,73.269,76.256,76.256,Girl
595,73.296,73.296,76.284,76.284,Girl
596,73.325,73.325,76.314,76.314,Girl
597,73.351,73.351,76.343,76.343,Girl
598,73.377,73.377,76.371,76.371,Girl
599,73.403,73.403,76.399,76.399,Girl
600,73.432,73.432,76.429,76.429,Girl
601,73.458,73.458,76.457,76.457,Girl
602,73.485,73.485,76.485,76.485,Girl
603,73.511,73.511,76.514,76.514,Girl
604,73.539,73.539,76.543,76.543,Girl
605,73.565,73.565,76.571,76.571,Girl
606,73.591,73.591,76.6,76.6,Girl
607,73.618,73.618,76.628,76.628,Girl
608,73.646,73.646,76.657,76.657,Girl
609,73.672,73.672,76.685,76.685,Girl
610,73.698,73.698,76.713,76.713,Girl
611,73.724,73.724,76.741,76.741,Girl
612,73.752,73.752,76.771,76.771,Girl
613,73.778,73.778,76.799,76.799,Girl
614,73.804,73.804,76.827,76.827,Girl
615,73.83,73.83,76.854,76.854,Girl
616,73.858,73.858,76.884,76.884,Girl
617,73.884,73.884,76.912,76.912,Girl
618,73.91,73.91,76.94,76.94,Girl
619,73.938,73.938,76.969,76.969,Girl
620,73.964,73.964,76.997,76.997,Girl
621,73.99,73.99,77.024,77.024,Girl
622,74.015,74.015,77.052,77.052,Girl
623,74.044,74.044,77.081,77.081,Girl
624,74.069,74.069,77.109,77.109,Girl
625,74.095,74.095,77.137,77.137,Girl
626,74.12,74.12,77.164,77.164,Girl
627,74.149,74.149,77.193,77.193,Girl
628,74.174,74.174,77.221,77.221,Girl
629,74.2,74.2,77.248,77.248,Girl
630,74.225,74.225,77.276,77.276,Girl
631,74.253,74.253,77.305,77.305,Girl
632,74.279,74.279,77.332,77.332,Girl
633,74.304,74.304,77.36,77.36,Girl
