Gender,Day,Severly Stunted,Moderately Stunted min,Moderately Stunted max,Normal Height,Severly Underweight,Moderately Underweight min,Moderately Underweight max,Normal Weight
Girl,2059,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2060,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2061,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2062,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2063,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2064,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2065,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2066,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2067,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2068,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2069,97.78,97.78,102.745,102.745,12.968,12.968,14.683,14.683
Girl,2070,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2071,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2072,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2073,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2074,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2075,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2076,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2077,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2078,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2079,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2080,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2081,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2082,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2083,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2084,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2085,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2086,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2087,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2088,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2089,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2090,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2091,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2092,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2093,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2094,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2095,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2096,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2097,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2098,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2099,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2100,98.184,98.184,103.181,103.181,13.069,13.069,14.801,14.801
Girl,2101,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2102,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2103,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2104,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2105,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2106,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2107,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2108,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2109,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2110,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2111,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2112,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2113,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2114,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2115,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2116,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2117,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2118,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2119,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2120,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2121,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2122,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2123,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2124,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2125,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2126,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2127,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2128,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2129,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2130,98.585,98.585,103.612,103.612,13.169,13.169,14.919,14.919
Girl,2131,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2132,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2133,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2134,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2135,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2136,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2137,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2138,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2139,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2140,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2141,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2142,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2143,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2144,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2145,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2146,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2147,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2148,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2149,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2150,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2151,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2152,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2153,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2154,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2155,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2156,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2157,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2158,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2159,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2160,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2161,98.982,98.982,104.04,104.04,13.27,13.27,15.038,15.038
Girl,2162,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2163,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2164,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2165,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2166,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2167,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2168,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2169,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2170,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2171,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2172,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2173,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2174,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2175,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2176,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2177,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2178,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2179,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2180,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2181,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2182,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2183,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2184,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2185,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2186,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2187,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2188,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2189,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2190,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2191,99.375,99.375,104.464,104.464,13.371,13.371,15.156,15.156
Girl,2192,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2193,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2194,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2195,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2196,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2197,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2198,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2199,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2200,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2201,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2202,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2203,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2204,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2205,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2206,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2207,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2208,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2209,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2210,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2211,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2212,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2213,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2214,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2215,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2216,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2217,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2218,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2219,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2220,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2221,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Girl,2222,99.766,99.766,104.885,104.885,13.471,13.471,15.274,15.274
Boy,0,44.205,44.205,46.098,46.098,2.08,2.08,2.459,2.459
Boy,1,44.376,44.376,46.271,46.271,2.065,2.065,2.437,2.437
Boy,2,44.547,44.547,46.443,46.443,2.08,2.08,2.454,2.454
Boy,3,44.719,44.719,46.617,46.617,2.1,2.1,2.475,2.475
Boy,4,44.89,44.89,46.789,46.789,2.122,2.122,2.499,2.499
Boy,5,45.062,45.062,46.962,46.962,2.146,2.146,2.525,2.525
Boy,6,45.233,45.233,47.135,47.135,2.17,2.17,2.551,2.551
Boy,7,45.406,45.406,47.309,47.309,2.195,2.195,2.579,2.579
Boy,8,45.578,45.578,47.482,47.482,2.221,2.221,2.607,2.607
Boy,9,45.749,45.749,47.655,47.655,2.248,2.248,2.637,2.637
Boy,10,45.921,45.921,47.828,47.828,2.276,2.276,2.667,2.667
Boy,11,46.095,46.095,48.003,48.003,2.304,2.304,2.698,2.698
Boy,12,46.267,46.267,48.176,48.176,2.333,2.333,2.73,2.73
Boy,13,46.439,46.439,48.349,48.349,2.363,2.363,2.764,2.764
Boy,14,46.611,46.611,48.523,48.523,2.395,2.395,2.798,2.798
Boy,15,46.757,46.757,48.671,48.671,2.426,2.426,2.833,2.833
Boy,16,46.901,46.901,48.817,48.817,2.459,2.459,2.869,2.869
Boy,17,47.044,47.044,48.963,48.963,2.491,2.491,2.905,2.905
Boy,18,47.187,47.187,49.107,49.107,2.524,2.524,2.941,2.941
Boy,19,47.329,47.329,49.251,49.251,2.557,2.557,2.977,2.977
Boy,20,47.47,47.47,49.395,49.395,2.59,2.59,3.014,3.014
Boy,21,47.61,47.61,49.537,49.537,2.624,2.624,3.051,3.051
Boy,22,47.749,47.749,49.678,49.678,2.657,2.657,3.087,3.087
Boy,23,47.888,47.888,49.819,49.819,2.69,2.69,3.124,3.124
Boy,24,48.024,48.024,49.957,49.957,2.723,2.723,3.16,3.16
Boy,25,48.161,48.161,50.096,50.096,2.756,2.756,3.197,3.197
Boy,26,48.295,48.295,50.233,50.233,2.789,2.789,3.233,3.233
Boy,27,48.43,48.43,50.37,50.37,2.822,2.822,3.269,3.269
Boy,28,48.563,48.563,50.505,50.505,2.854,2.854,3.305,3.305
Boy,29,48.695,48.695,50.639,50.639,2.887,2.887,3.34,3.34
Boy,30,48.828,48.828,50.773,50.773,2.919,2.919,3.376,3.376
Boy,31,48.958,48.958,50.906,50.906,2.951,2.951,3.411,3.411
Boy,32,49.088,49.088,51.037,51.037,2.982,2.982,3.445,3.445
Boy,33,49.216,49.216,51.168,51.168,3.014,3.014,3.48,3.48
Boy,34,49.344,49.344,51.297,51.297,3.045,3.045,3.514,3.514
Boy,35,49.471,49.471,51.426,51.426,3.076,3.076,3.548,3.548
Boy,36,49.596,49.596,51.554,51.554,3.107,3.107,3.581,3.581
Boy,37,49.721,49.721,51.681,51.681,3.137,3.137,3.615,3.615
Boy,38,49.844,49.844,51.805,51.805,3.167,3.167,3.648,3.648
Boy,39,49.967,49.967,51.93,51.93,3.197,3.197,3.68,3.68
Boy,40,50.089,50.089,52.054,52.054,3.227,3.227,3.712,3.712
Boy,41,50.209,50.209,52.176,52.176,3.256,3.256,3.744,3.744
Boy,42,50.329,50.329,52.298,52.298,3.285,3.285,3.776,3.776
Boy,43,50.449,50.449,52.419,52.419,3.314,3.314,3.807,3.807
Boy,44,50.566,50.566,52.539,52.539,3.342,3.342,3.838,3.838
Boy,45,50.682,50.682,52.657,52.657,3.37,3.37,3.869,3.869
Boy,46,50.8,50.8,52.775,52.775,3.398,3.398,3.9,3.9
Boy,47,50.914,50.914,52.892,52.892,3.426,3.426,3.93,3.93
Boy,48,51.028,51.028,53.007,53.007,3.454,3.454,3.96,3.96
Boy,49,51.143,51.143,53.123,53.123,3.481,3.481,3.989,3.989
Boy,50,51.255,51.255,53.237,53.237,3.508,3.508,4.018,4.018
Boy,51,51.366,51.366,53.35,53.35,3.534,3.534,4.047,4.047
Boy,52,51.477,51.477,53.463,53.463,3.561,3.561,4.076,4.076
Boy,53,51.586,51.586,53.574,53.574,3.587,3.587,4.104,4.104
Boy,54,51.696,51.696,53.685,53.685,3.613,3.613,4.133,4.133
Boy,55,51.804,51.804,53.795,53.795,3.639,3.639,4.16,4.16
Boy,56,51.911,51.911,53.904,53.904,3.664,3.664,4.188,4.188
Boy,57,52.018,52.018,54.012,54.012,3.689,3.689,4.215,4.215
Boy,58,52.124,52.124,54.12,54.12,3.714,3.714,4.242,4.242
Boy,59,52.228,52.228,54.226,54.226,3.739,3.739,4.269,4.269
Boy,60,52.333,52.333,54.332,54.332,3.764,3.764,4.296,4.296
Boy,61,52.437,52.437,54.438,54.438,3.788,3.788,4.322,4.322
Boy,62,52.539,52.539,54.542,54.542,3.812,3.812,4.348,4.348
Boy,63,52.643,52.643,54.646,54.646,3.836,3.836,4.374,4.374
Boy,64,52.746,52.746,54.75,54.75,3.86,3.86,4.4,4.4
Boy,65,52.846,52.846,54.853,54.853,3.884,3.884,4.425,4.425
Boy,66,52.948,52.948,54.956,54.956,3.907,3.907,4.45,4.45
Boy,67,53.047,53.047,55.057,55.057,3.93,3.93,4.475,4.475
Boy,68,53.148,53.148,55.159,55.159,3.953,3.953,4.5,4.5
Boy,69,53.246,53.246,55.259,55.259,3.976,3.976,4.525,4.525
Boy,70,53.344,53.344,55.358,55.358,3.998,3.998,4.549,4.549
Boy,71,53.443,53.443,55.458,55.458,4.021,4.021,4.573,4.573
Boy,72,53.54,53.54,55.557,55.557,4.043,4.043,4.597,4.597
Boy,73,53.636,53.636,55.654,55.654,4.065,4.065,4.62,4.62
Boy,74,53.731,53.731,55.752,55.752,4.087,4.087,4.644,4.644
Boy,75,53.828,53.828,55.849,55.849,4.108,4.108,4.667,4.667
Boy,76,53.922,53.922,55.945,55.945,4.13,4.13,4.69,4.69
Boy,77,54.016,54.016,56.041,56.041,4.151,4.151,4.713,4.713
Boy,78,54.109,54.109,56.135,56.135,4.172,4.172,4.736,4.736
Boy,79,54.202,54.202,56.23,56.23,4.193,4.193,4.758,4.758
Boy,80,54.294,54.294,56.323,56.323,4.213,4.213,4.78,4.78
Boy,81,54.386,54.386,56.416,56.416,4.234,4.234,4.802,4.802
Boy,82,54.477,54.477,56.509,56.509,4.254,4.254,4.824,4.824
Boy,83,54.568,54.568,56.601,56.601,4.274,4.274,4.846,4.846
Boy,84,54.658,54.658,56.692,56.692,4.294,4.294,4.867,4.867
Boy,85,54.747,54.747,56.783,56.783,4.314,4.314,4.888,4.888
Boy,86,54.836,54.836,56.873,56.873,4.334,4.334,4.909,4.909
Boy,87,54.923,54.923,56.961,56.961,4.353,4.353,4.93,4.93
Boy,88,55.011,55.011,57.05,57.05,4.372,4.372,4.951,4.951
Boy,89,55.098,55.098,57.139,57.139,4.392,4.392,4.972,4.972
Boy,90,55.185,55.185,57.227,57.227,4.41,4.41,4.992,4.992
Boy,91,55.269,55.269,57.313,57.313,4.429,4.429,5.012,5.012
Boy,92,55.355,55.355,57.4,57.4,4.448,4.448,5.032,5.032
Boy,93,55.44,55.44,57.486,57.486,4.466,4.466,5.052,5.052
Boy,94,55.523,55.523,57.571,57.571,4.485,4.485,5.072,5.072
Boy,95,55.607,55.607,57.656,57.656,4.503,4.503,5.091,5.091
Boy,96,55.689,55.689,57.74,57.74,4.521,4.521,5.111,5.111
Boy,97,55.772,55.772,57.824,57.824,4.539,4.539,5.13,5.13
Boy,98,55.853,55.853,57.906,57.906,4.557,4.557,5.149,5.149
Boy,99,55.935,55.935,57.99,57.99,4.574,4.574,5.168,5.168
Boy,100,56.015,56.015,58.071,58.071,4.592,4.592,5.187,5.187
Boy,101,56.097,56.097,58.153,58.153,4.609,4.609,5.205,5.205
Boy,102,56.175,56.175,58.234,58.234,4.626,4.626,5.224,5.224
Boy,103,56.256,56.256,58.315,58.315,4.644,4.644,5.242,5.242
Boy,104,56.333,56.333,58.394,58.394,4.66,4.66,5.26,5.26
Boy,105,56.411,56.411,58.473,58.473,4.677,4.677,5.278,5.278
Boy,106,56.49,56.49,58.552,58.552,4.694,4.694,5.296,5.296
Boy,107,56.566,56.566,58.63,58.63,4.711,4.711,5.314,5.314
Boy,108,56.642,56.642,58.707,58.707,4.727,4.727,5.332,5.332
Boy,109,56.719,56.719,58.786,58.786,4.743,4.743,5.349,5.349
Boy,110,56.794,56.794,58.862,58.862,4.759,4.759,5.367,5.367
Boy,111,56.869,56.869,58.938,58.938,4.775,4.775,5.384,5.384
Boy,112,56.943,56.943,59.013,59.013,4.791,4.791,5.401,5.401
Boy,113,57.016,57.016,59.088,59.088,4.807,4.807,5.418,5.418
Boy,114,57.091,57.091,59.163,59.163,4.823,4.823,5.435,5.435
Boy,115,57.164,57.164,59.237,59.237,4.838,4.838,5.452,5.452
Boy,116,57.236,57.236,59.311,59.311,4.854,4.854,5.468,5.468
Boy,117,57.308,57.308,59.384,59.384,4.869,4.869,5.485,5.485
Boy,118,57.379,57.379,59.456,59.456,4.884,4.884,5.501,5.501
Boy,119,57.45,57.45,59.528,59.528,4.9,4.9,5.517,5.517
Boy,120,57.521,57.521,59.6,59.6,4.915,4.915,5.533,5.533
Boy,121,57.591,57.591,59.671,59.671,4.929,4.929,5.549,5.549
Boy,122,57.66,57.66,59.741,59.741,4.944,4.944,5.565,5.565
Boy,123,57.729,57.729,59.812,59.812,4.959,4.959,5.581,5.581
Boy,124,57.798,57.798,59.881,59.881,4.974,4.974,5.597,5.597
Boy,125,57.866,57.866,59.951,59.951,4.988,4.988,5.613,5.613
Boy,126,57.934,57.934,60.019,60.019,5.002,5.002,5.628,5.628
Boy,127,58.001,58.001,60.088,60.088,5.017,5.017,5.643,5.643
Boy,128,58.068,58.068,60.156,60.156,5.031,5.031,5.658,5.658
Boy,129,58.135,58.135,60.224,60.224,5.045,5.045,5.674,5.674
Boy,130,58.201,58.201,60.291,60.291,5.059,5.059,5.689,5.689
Boy,131,58.267,58.267,60.358,60.358,5.073,5.073,5.704,5.704
Boy,132,58.331,58.331,60.423,60.423,5.086,5.086,5.718,5.718
Boy,133,58.396,58.396,60.489,60.489,5.1,5.1,5.733,5.733
Boy,134,58.461,58.461,60.554,60.554,5.113,5.113,5.748,5.748
Boy,135,58.525,58.525,60.62,60.62,5.127,5.127,5.762,5.762
Boy,136,58.589,58.589,60.685,60.685,5.14,5.14,5.777,5.777
Boy,137,58.651,58.651,60.748,60.748,5.154,5.154,5.791,5.791
Boy,138,58.714,58.714,60.812,60.812,5.167,5.167,5.805,5.805
Boy,139,58.777,58.777,60.876,60.876,5.18,5.18,5.819,5.819
Boy,140,58.84,58.84,60.939,60.939,5.193,5.193,5.833,5.833
Boy,141,58.9,58.9,61.001,61.001,5.206,5.206,5.847,5.847
Boy,142,58.962,58.962,61.064,61.064,5.219,5.219,5.861,5.861
Boy,143,59.024,59.024,61.126,61.126,5.231,5.231,5.875,5.875
Boy,144,59.083,59.083,61.187,61.187,5.244,5.244,5.888,5.888
Boy,145,59.144,59.144,61.249,61.249,5.256,5.256,5.902,5.902
Boy,146,59.203,59.203,61.309,61.309,5.269,5.269,5.915,5.915
Boy,147,59.264,59.264,61.37,61.37,5.281,5.281,5.929,5.929
Boy,148,59.324,59.324,61.431,61.431,5.294,5.294,5.942,5.942
Boy,149,59.382,59.382,61.49,61.49,5.306,5.306,5.955,5.955
Boy,150,59.441,59.441,61.551,61.551,5.318,5.318,5.968,5.968
Boy,151,59.499,59.499,61.609,61.609,5.33,5.33,5.981,5.981
Boy,152,59.558,59.558,61.669,61.669,5.342,5.342,5.994,5.994
Boy,153,59.614,59.614,61.727,61.727,5.354,5.354,6.007,6.007
Boy,154,59.673,59.673,61.786,61.786,5.365,5.365,6.02,6.02
Boy,155,59.729,59.729,61.843,61.843,5.377,5.377,6.033,6.033
Boy,156,59.787,59.787,61.902,61.902,5.389,5.389,6.045,6.045
Boy,157,59.843,59.843,61.959,61.959,5.4,5.4,6.058,6.058
Boy,158,59.898,59.898,62.015,62.015,5.412,5.412,6.07,6.07
Boy,159,59.955,59.955,62.073,62.073,5.423,5.423,6.082,6.082
Boy,160,60.01,60.01,62.129,62.129,5.434,5.434,6.095,6.095
Boy,161,60.067,60.067,62.186,62.186,5.445,5.445,6.107,6.107
Boy,162,60.121,60.121,62.242,62.242,5.457,5.457,6.119,6.119
Boy,163,60.175,60.175,62.297,62.297,5.468,5.468,6.131,6.131
Boy,164,60.231,60.231,62.354,62.354,5.479,5.479,6.143,6.143
Boy,165,60.285,60.285,62.408,62.408,5.49,5.49,6.155,6.155
Boy,166,60.338,60.338,62.463,62.463,5.5,5.5,6.167,6.167
Boy,167,60.393,60.393,62.519,62.519,5.511,5.511,6.178,6.178
Boy,168,60.446,60.446,62.573,62.573,5.522,5.522,6.19,6.19
Boy,169,60.499,60.499,62.626,62.626,5.533,5.533,6.202,6.202
Boy,170,60.551,60.551,62.68,62.68,5.543,5.543,6.213,6.213
Boy,171,60.604,60.604,62.734,62.734,5.554,5.554,6.225,6.225
Boy,172,60.658,60.658,62.788,62.788,5.564,5.564,6.236,6.236
Boy,173,60.71,60.71,62.841,62.841,5.575,5.575,6.247,6.247
Boy,174,60.762,60.762,62.894,62.894,5.585,5.585,6.259,6.259
Boy,175,60.813,60.813,62.947,62.947,5.595,5.595,6.27,6.27
Boy,176,60.864,60.864,62.999,62.999,5.605,5.605,6.281,6.281
Boy,177,60.918,60.918,63.052,63.052,5.616,5.616,6.292,6.292
Boy,178,60.969,60.969,63.104,63.104,5.626,5.626,6.303,6.303
Boy,179,61.019,61.019,63.156,63.156,5.636,5.636,6.314,6.314
Boy,180,61.07,61.07,63.208,63.208,5.646,5.646,6.325,6.325
Boy,181,61.12,61.12,63.259,63.259,5.656,5.656,6.336,6.336
Boy,182,61.171,61.171,63.311,63.311,5.665,5.665,6.346,6.346
Boy,183,61.221,61.221,63.362,63.362,5.675,5.675,6.357,6.357
Boy,184,61.271,61.271,63.413,63.413,5.685,5.685,6.368,6.368
Boy,185,61.32,61.32,63.463,63.463,5.695,5.695,6.378,6.378
Boy,186,61.37,61.37,63.514,63.514,5.704,5.704,6.389,6.389
Boy,187,61.419,61.419,63.564,63.564,5.714,5.714,6.399,6.399
Boy,188,61.469,61.469,63.615,63.615,5.723,5.723,6.41,6.41
Boy,189,61.518,61.518,63.665,63.665,5.733,5.733,6.42,6.42
Boy,190,61.567,61.567,63.715,63.715,5.742,5.742,6.43,6.43
Boy,191,61.616,61.616,63.764,63.764,5.751,5.751,6.441,6.441
Boy,192,61.664,61.664,63.814,63.814,5.761,5.761,6.451,6.451
Boy,193,61.713,61.713,63.864,63.864,5.77,5.77,6.461,6.461
Boy,194,61.761,61.761,63.913,63.913,5.779,5.779,6.471,6.471
Boy,195,61.81,61.81,63.962,63.962,5.788,5.788,6.481,6.481
Boy,196,61.858,61.858,64.011,64.011,5.797,5.797,6.491,6.491
Boy,197,61.904,61.904,64.059,64.059,5.807,5.807,6.501,6.501
